brand,model,price,rating,os,ram_gb,cpu_brand,cpu_name,cpu_speed_ghz,cpu_gen,cpu_cores,cpu_threads,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,cpu_family,cpu_series,cpu_model_id,cpu_suffix,storage_gb,storage_type,secondary_storage,gpu_brand,gpu_name,gpu_vram_gb,gpu_type,gpu_series,gpu_model_id,display_size_inch,display_width_px,display_height_px,display_ppi,screen_resolution,is_touchscreen,has_ips_panel,has_retina_display,color,special_features,device_category,ram_type,warranty,weight,rating_review_text,total_processors,execution_units,energy_eff_units,low_power_cores,graphics_integrated,source_file
Dell,Latitude 9000,"$2,108.40 ",,Windows 10 Pro,16 GB,,Core i7,,,,,,,,,,,,,,,,,,,,,14 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5000,$361.65 ,4.5,Chrome OS,4 GB,,Celeron,,,,,,,,,,,,128 GB,,,,UHD Graphics 610,,,,,14 Inches,,,,,,,,Carbon Fiber,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,EliteBook 840 G8,"$1,659.99 ",,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,256 GB,,,,Iris Xe Graphics,,,,,14 Inches,,,,,,,,,"Anti-glare Screen, Miracast Technology",,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5530 Laptop,$879.00 ,,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 3550,"$1,399.81 ",,Windows 10 Pro (English/French/Spanish),,,Core i7,1.8 GHz,,,,,,,,,,,512 GB,,,,Integrated,,,,,13.3 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,EliteBook 1040 G9,"$1,963.30 ",,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,Iris Xe Graphics,,,,,14 Inches,,,,,,,,,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Inspiron,$289.00 ,3.7,Windows 10,4 GB,,AMD A Series,,,,,,,,,,,,32 GB,,,,Dedicated,,,,,11.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,14T90P-K.AAG9U1,"$1,699.99 ",4.5,Windows 11 Home,16 GB,,Core i7 Family,,,,,,,,,,,,1 TB,,,,Intel XE,,,,,14 Inches,,,,,,,,Green,Pen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Lenovo Legion 5,"$2,899.00 ",3.8,Windows 11 Home,64 GB,,Ryzen 7 5800H,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,17.3 Inches,,,,,,,,Black,"Anti-glare,Backlit Kb",,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 9000,"$1,523.03 ",,Windows 10 Pro,16 GB,,Core i5 Family,,,,,,,,,,,,256 GB,,,,Iris Xe Graphics,,,,,15 Inches,,,,,,,,Anodized Titan Gray,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Latitude,$545.00 ,5.0,Windows 10 Pro,8 GB,,Core i5,2.6 GHz,,,,,,,,,,,256 GB,,,,Integrated,,,,,13.3 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
DELL,Inspiron,$899.99 ,,Windows 11,32 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,Chromebook Spin 511 R753T,$485.99 ,2.9,Chrome OS,8 GB,,Celeron,,,,,,,,,,,,64 GB,,,,UHD Graphics,,,,,11.6 Inches,,,,,,,,Shale Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Precision,"$1,998.77 ",5.0,Windows 10 Pro,16 GB,,Core i7 Family,2.6 GHz,,,,,,,,,,,512 GB,,,,Dedicated,,,,,17.3 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Lenovo ThinkPad X1 Yoga I5,$844.65 ,5.0,Windows 10 Pro,8 GB,,Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Gray,"Fingerprint,Pen",,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 5470 Laptop,"$2,668.91 ",,Windows 11 Pro,32 GB,,Core i7,,,,,,,,,,,,2000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 7000,$569.77 ,,Windows 10 Pro,8 GB,,Core i5,,,,,,,,,,,,256 GB,,,,Iris Xe Graphics,,,,,14 Inches,,,,,,,,Carbon Fiber,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 3000,"$1,599.77 ",,Windows 10 Pro,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,T550,,,,,15.6 Inches,,,,,,,,Titan Gray,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,EliteBook 630 G10,$905.27 ,,Windows 11 Pro,8 GB,,Core i3,,,,,,,,,,,,256 GB,,,,UHD Graphics,,,,,13.3 Inches,,,,,,,,,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP14CA000NR,$169.00 ,4.5,Chrome OS,4 GB,,Celeron,1.1 GHz,,,,,,,,,,,,,,,Integrated,,,,,14 Inches,,,,,,,,,HD Audio,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,20YGS02Q00,$799.00 ,5.0,Windows 10,8 GB,,Core i7,,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,XPS 9530 Laptop,"$3,245.46 ",,Windows 11 Home,64 GB,,Core i9,,,,,,,,,,,,2000 GB,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Platinum Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Laitude E6540,$266.98 ,,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),8 GB,,Core i5-4200M,,,,,,,,,,,,500 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,PKV7Y,"$1,244.95 ",,Windows Pro,32 GB,,Core i7,,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 7670 Laptop,"$1,269.99 ",,Windows 11 Pro,32 GB,,Core i7,,,,,,,,,,,,1000 GB,,,,Dedicated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,ThinkStation P348,"$1,171.31 ",,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
DELL,Inspiron,$899.99 ,,Windows 11,32 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,F2WJ0,"$1,557.79 ",5.0,Windows 10 Pro,16 GB,,Intel Core i5,1.7 GHz,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Latitude 7214 Rugged Laptop 2 In 1,$899.95 ,3.9,Windows 10 Pro,8 GB,,Intel Core i5,,,,,,,,,,,,512 GB,,,,Integrated,,,,,11.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Latitude,$540.00 ,4.7,Windows 10,8 GB,,8032,,,,,,,,,,,,,,,,Integrated,,,,,14 Inches,,,,,,,,,Speakers,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,Acer Swift 3 SF313-52-526M,$436.11 ,,Windows 10 Home,8 GB,,Core i5,1.1 GHz,,,,,,,,,,,256 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,,$458.14 ,4.5,Windows 11 Home,12 GB,,Pentium,2 GHz,,,,,,,,,,,128 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Grey,,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,PT516-52s-73YD,"$1,849.00 ",2.8,Windows 11 Home,16 GB,,Core i7,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,Gray,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Yoga 710,$699.99 ,4.2,Windows 10,8 GB,,Intel Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$389.99 ,4.7,Windows 11,16 GB,,Celeron N4000,1.1 GHz,,,,,,,,,,,64 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Rose Gold,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,DELL-XPS-9720,"$3,799.00 ",5.0,Windows 10 Pro,64 GB,,Core i7 Family,,,,,,,,,,,,4 TB,,,,Dedicated,,,,,17 Inches,,,,,,,,Platinum Silver,"Backlit Kb,Fingerprint",,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5320 Laptop,$807.99 ,,Windows 11 Pro,8 GB,,Core i7,,,,,,,,,,,,256 GB,,,,Integrated,,,,,13.3 Inches,,,,,,,,Black,Wifi & Bluetooth,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Thinkpad,$369.95 ,3.4,Windows 7,,,Core i7,2.6 GHz,,,,,,,,,,,500 GB,,,,Intel HD Graphics;NVIDIA Optimus Graphics,,,,,15.6 Inches,,,,,,,,,Fingerprint Reader,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,ThinkPad P16s G1,"$2,399.99 ",1.0,Windows 11 Pro,32 GB,,Ryzen 7,,,,,,,,,,,,1 TB,,,,Radeon 680M,,,,,16 Inches,,,,,,,,,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
DELL,Inspiron,$899.99 ,,Windows 11,32 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Inspiron 3511,$714.34 ,,Windows 11 Home,32 GB,,Core i5,1 GHz,,,,,,,,,,,256 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell 5000,"$1,406.04 ",,Windows 11 Pro,64 GB,,Core i7 Family,,,,,,,,,,,,2 TB,,,,Dedicated,,,,,14 Inches,,,,,,,,Platinum Silver,"Backlit Keyboard,Fingerprint",,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,CB3-111,$159.95 ,4.4,Chrome OS,16 GB,,Celeron,,,,,,,,,,,,16 GB,,,,Integrated,,,,,11.6 Inches,,,,,,,,Moonstone White,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Computer Upgrade King,,"$2,199.99 ",,Windows 11 Home,64 GB,,Intel Core i7,3.7 GHz,,,,,,,,,,,2000 GB,,,,Dedicated,,,,,17 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5420,"$1,419.92 ",4.7,Windows 11 Pro,64 GB,,Core i5 Family,,,,,,,,,,,,2 TB,,,,Integrated,,,,,14 Inches,,,,,,,,Gray,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Raider GE76 12UHS-255,"$3,599.00 ",3.8,Windows 11 Home,32 GB,,Core i7,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,17.3 Inches,,,,,,,,Titanium Blue,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Inspiron 15 3520,$809.00 ,4.0,Windows 11 Home,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$389.99 ,4.7,Windows 11,16 GB,,Celeron N4000,1.1 GHz,,,,,,,,,,,64 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Rose Gold,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP Chromebook,$228.00 ,4.3,Windows 10 S,4 GB,,Celeron N4020,,,,,,,,,,,,64 MB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP Envy,"$1,499.00 ",3.8,Windows 10 Pro,16 GB,,Intel Core i7-1165G7,,,,,,,,,,,,1 TB,,,,Integrated,,,,,13.3 Inches,,,,,,,,Natural Silver,"Backlit Keyboard,Fingerprint Reader",,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 3000,"$1,734.21 ",5.0,Windows 11,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,RTX A500,,,,,15.6 Inches,,,,,,,,,Microphone,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude,$873.93 ,5.0,Windows 11 Pro,16 GB,,Core i7 Family,,,,,,,,,,,,512 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude E6400,$89.99 ,3.8,Windows 7 Professional,,,Core 2 Duo,2.53 GHz,,,,,,,,,,,160 GB,,,,Dedicated,,,,,14.1 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$389.99 ,4.7,Windows 11,16 GB,,Celeron N4000,1.1 GHz,,,,,,,,,,,64 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Rose Gold,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 7670 Laptop,"$1,385.98 ",,Windows 11 Pro,32 GB,,Core i7,,,,,,,,,,,,512 GB,,,,Dedicated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,17Z95P-K.AAB9U1,"$1,515.03 ",4.4,Windows 11,16 GB,,Core i7 Family,,,,,,,,,,,,2 TB,,,,Integrated,,,,,17 Inches,,,,,,,,Black,Alexa,,,,,,,,,,,amazon_laptop_prices_v01.csv
CTL,Chromebook,$417.99 ,,Chrome OS,8 GB,,Celeron,,,,,,,,,,,,64 GB,,,,UHD Graphics,,,,,14 Inches,,,,,,,,,Information Not Available,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Precision,"$1,101.34 ",4.7,Windows 10 Pro,16 GB,,Core i7 Family,,,,,,,,,,,,1 TB,,,,Integrated,,,,,13.4 Inches,,,,,,,,,Fingerprint,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,ProBook x360,$401.99 ,,Windows 11 Pro,4 GB,,Celeron,2.8 GHz,,,,,,,,,,,,,,,UHD Graphics,,,,,11.6 Inches,,,,,,,,,Information Not Available,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,VXDV2,"$1,699.00 ",,Windows 10 Pro,16 GB,,Intel Core i5,2.6 GHz,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 3000,$287.99 ,2.3,Windows 11,4 GB,,Celeron,1.1 GHz,,,,,,,,,,,,,,,UHD Graphics,,,,,11.6 Inches,,,,,,,,,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 9000,"$2,108.40 ",,Windows 10 Pro,16 GB,,Core i7,,,,,,,,,,,,,,,,,,,,,14 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5000,$361.65 ,4.5,Chrome OS,4 GB,,Celeron,,,,,,,,,,,,128 GB,,,,UHD Graphics 610,,,,,14 Inches,,,,,,,,Carbon Fiber,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,EliteBook 840 G8,"$1,659.99 ",,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,256 GB,,,,Iris Xe Graphics,,,,,14 Inches,,,,,,,,,"Anti-glare Screen, Miracast Technology",,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$389.99 ,4.7,Windows 11,16 GB,,Celeron N4000,1.1 GHz,,,,,,,,,,,64 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Rose Gold,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5530 Laptop,$879.00 ,,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Precision 3550,"$1,399.81 ",,Windows 10 Pro (English/French/Spanish),,,Core i7,1.8 GHz,,,,,,,,,,,512 GB,,,,Integrated,,,,,13.3 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,EliteBook 1040 G9,"$1,963.30 ",,Windows 11 Pro,16 GB,,Core i7,,,,,,,,,,,,512 GB,,,,Iris Xe Graphics,,,,,14 Inches,,,,,,,,,Anti-glare Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell Inspiron,$289.00 ,3.7,Windows 10,4 GB,,AMD A Series,,,,,,,,,,,,32 GB,,,,Dedicated,,,,,11.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,14T90P-K.AAG9U1,"$1,699.99 ",4.5,Windows 11 Home,16 GB,,Core i7 Family,,,,,,,,,,,,1 TB,,,,Intel XE,,,,,14 Inches,,,,,,,,Green,Pen,,,,,,,,,,,amazon_laptop_prices_v01.csv
